,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
11510,28756,45,F,1.0,77,38076,0,1,Rent,20148,7/12/2015,Sunday,Parking Lot,0,0.0,49,Phone,1,5774.871472,3.0,Large,20971.18528,red,12938.99753
9826,24640,45,F,1.0,77,38070,1,0,Own,20148,11/28/2016,Monday,Local,0,0.0,54,Broker,1,7444.794317,8.0,Large,15786.922819999998,red,34954.10151
2618,6533,25,F,1.0,71,32175,1,1,Rent,80007,1/10/2015,Saturday,Local,0,0.0,80,Online,0,2681.998482,3.0,Large,19169.93943,white,24044.59216
4437,11208,26,M,1.0,85,32586,0,0,Rent,15022,1/30/2016,Saturday,Highway,0,0.0,66,Online,1,4911.904811,6.0,Medium,31824.44735,silver,29084.97747
7742,19427,34,M,0.0,71,35263,1,1,Own,85003,11/9/2016,Wednesday,Parking Lot,0,0.0,7,Broker,0,3168.065286,8.0,Large,25008.74493,black,20715.18737
3085,7753,47,M,0.0,60,38490,0,1,Rent,15033,12/15/2015,Tuesday,Local,0,1.0,4,Broker,0,5533.912931,2.0,Medium,27639.380210000003,red,57195.27347000001
1470,3691,38,M,0.0,77,36367,1,1,Rent,50047,7/31/2016,Sunday,Local,0,0.0,1,Phone,0,6348.457065,4.0,Compact,23424.1873,gray,18919.05439
1951,4869,48,M,0.0,92,38718,0,1,Own,50025,8/8/2016,Monday,Local,0,1.0,1,Phone,0,3625.564637,3.0,Large,26423.44057,black,14891.52426
3183,8021,37,F,1.0,89,36084,0,1,Own,20144,10/1/2016,Saturday,Local,0,0.0,46,Phone,1,4069.758285,5.0,Compact,39020.7579,black,25893.2309
6464,16203,64,F,0.0,60,41590,1,1,Rent,20130,3/27/2015,Friday,Local,0,0.0,78,Broker,0,2846.532971,5.0,Large,26529.4149,silver,28281.50747
7802,19573,52,F,0.0,83,39503,0,1,Own,20124,10/27/2015,Tuesday,Local,5,0.0,50,Broker,1,5499.895821,6.0,Compact,36557.18708,silver,19593.01863
5135,12904,26,F,1.0,74,32591,1,1,Own,80022,12/10/2016,Saturday,Parking Lot,3,0.0,48,Online,1,2420.978959,7.0,Medium,12397.30115,black,17638.23114
2452,6124,38,M,0.0,84,36372,1,0,Rent,50007,9/4/2015,Friday,Parking Lot,1,0.0,77,Online,1,3037.444893,5.0,Compact,23386.86165,white,17198.24935
11634,29071,50,M,0.0,73,39129,0,0,Rent,15012,2/6/2015,Friday,Local,5,0.0,50,Broker,1,2785.691212,3.0,Compact,19044.23798,other,14410.6517
2187,5438,55,F,1.0,75,40076,1,1,Own,85044,1/8/2015,Thursday,Parking Lot,0,0.0,83,Broker,1,9008.731187,2.0,Large,18618.03272,white,31471.9805
10288,25754,35,F,0.0,69,35547,0,1,Rent,20141,1/7/2016,Thursday,Local,2,0.0,22,Phone,1,5755.3803,2.0,Large,12745.99259,black,41845.32292
10846,27132,37,M,1.0,86,36124,0,1,Rent,20109,3/29/2016,Tuesday,Local,0,1.0,14,Phone,0,4324.006889,4.0,Large,14550.9233,white,11099.52231
10869,27189,44,F,1.0,46,37821,1,1,Own,50055,10/31/2016,Monday,Local,0,0.0,13,Broker,0,6558.380424,5.0,Medium,27609.81241,other,23143.37064
5427,13652,32,M,0.0,82,34646,1,0,Rent,50047,3/11/2015,Wednesday,Highway,0,0.0,30,Broker,1,4713.122068,4.0,Large,17487.41104,silver,9716.366287
4663,11739,36,M,1.0,85,35849,0,0,Own,20103,1/5/2016,Tuesday,Highway,1,0.0,100,Broker,1,10253.80543,3.0,Large,54760.64188,white,20431.53609
7791,19545,47,F,0.0,94,38499,1,0,Rent,50007,12/14/2015,Monday,Local,0,1.0,51,Broker,1,2722.771472,5.0,Compact,16905.62484,blue,27572.66935
1839,4590,40,F,1.0,56,36868,1,0,Rent,85016,11/25/2015,Wednesday,Parking Lot,0,0.0,2,Broker,0,13800.05808,3.0,Medium,19925.96222,blue,17980.90442
10785,26965,47,F,1.0,81,38505,1,0,Own,85022,11/8/2015,Sunday,Local,0,0.0,36,Broker,0,4142.284127,4.0,Large,14392.22712,red,25018.09021
2579,6455,59,F,1.0,74,40769,0,0,Own,50047,11/6/2015,Friday,Local,0,1.0,48,Phone,0,4019.860966,4.0,Compact,7983.020859,gray,51769.30947
3611,9103,60,M,0.0,57,40934,0,1,Rent,85009,7/2/2016,Saturday,Parking Lot,1,0.0,37,Broker,1,5084.017808,8.0,Compact,24869.643030000003,other,17082.31371
197,485,56,F,0.0,80,40258,1,0,Rent,50025,8/14/2015,Friday,Parking Lot,0,0.0,48,Broker,0,5229.527684000001,7.0,Medium,53566.61971,gray,25443.31034
8399,21065,51,M,1.0,41,39306,0,0,Rent,85070,7/20/2015,Monday,Local,0,0.0,3,Phone,0,5040.468948,5.0,Medium,15059.268,blue,19553.58813
7856,19686,49,F,1.0,83,38913,0,0,Own,15001,8/8/2016,Monday,Highway,0,0.0,1,Phone,0,3847.36749,8.0,Large,17675.803219999998,red,31387.52452
4425,11177,32,F,0.0,91,34660,1,1,Own,20143,11/14/2015,Saturday,Highway,0,0.0,1,Phone,1,6868.506337000001,5.0,Medium,8410.002261,gray,19991.31971
10754,26884,56,M,1.0,87,40253,1,1,Own,20109,1/3/2016,Sunday,Parking Lot,0,0.0,74,Phone,1,7634.170126999999,4.0,Compact,16163.30013,red,12783.6859
7125,17868,45,F,1.0,88,38053,1,0,Own,20163,7/2/2015,Thursday,Parking Lot,0,0.0,1,Broker,0,7874.050418000001,3.0,Medium,17745.456430000002,black,6164.407089
11288,28202,34,M,0.0,78,35255,0,1,Rent,50005,2/22/2016,Monday,Highway,1,0.0,86,Broker,0,4227.334153,6.0,Compact,7561.393918000001,silver,30356.38946
10724,26813,41,F,1.0,73,37150,1,0,Own,50027,4/10/2016,Sunday,Highway,0,0.0,69,Broker,1,1069.298263,5.0,Large,12944.87251,red,25680.04452
5447,13700,52,F,1.0,76,39517,0,1,Own,85004,1/24/2015,Saturday,Local,0,0.0,50,Broker,0,2877.162429,4.0,Large,14433.45585,white,23041.86059
8268,20747,45,F,0.0,78,38061,1,1,Own,20106,3/20/2015,Friday,Local,1,1.0,87,Broker,1,6741.061275,5.0,Compact,26357.72846,red,25722.72834
1129,2843,35,M,1.0,58,35559,1,0,Rent,80001,6/11/2015,Thursday,Parking Lot,0,0.0,35,Broker,0,4081.473277000001,3.0,Medium,31485.4735,red,31737.738910000004
47,125,42,F,0.0,92,37384,1,1,Own,50009,9/3/2016,Saturday,Highway,0,0.0,72,Phone,1,3388.568025,4.0,Compact,12006.5627,red,12427.00182
7225,18147,53,M,1.0,65,39699,1,1,Own,15057,9/19/2016,Monday,Local,2,0.0,4,Broker,0,2886.112263,4.0,Compact,19413.80381,gray,37578.85155
7354,18482,44,M,0.0,38,37856,1,1,Own,15057,10/12/2016,Wednesday,Local,0,0.0,89,Broker,1,6960.740245,8.0,Medium,38643.40558,blue,13431.914969999998
769,1956,60,M,0.0,81,40948,1,0,Own,15001,9/14/2015,Monday,Local,0,1.0,87,Online,1,3425.989564,6.0,Large,60669.48361,silver,17127.3923
4326,10914,49,M,1.0,86,38928,1,1,Own,15038,2/19/2016,Friday,Highway,0,0.0,25,Broker,0,6750.629804000001,5.0,Large,21418.94968,white,26123.35223
167,412,59,M,0.0,54,40781,1,1,Own,20106,10/28/2015,Wednesday,Local,0,0.0,76,Broker,0,931.3732396,4.0,Medium,36278.10239,white,27665.08972
3062,7690,41,F,1.0,85,37127,1,0,Own,20120,9/20/2015,Sunday,Local,0,0.0,96,Online,0,3359.114953,2.0,Compact,13839.44674,white,15503.64333
105,269,61,M,0.0,54,41116,0,0,Rent,80021,1/9/2015,Friday,Highway,1,1.0,63,Broker,0,4825.665969,4.0,Large,25613.7411,blue,26673.21398
2754,6879,50,M,1.0,86,39106,0,1,Own,15010,10/1/2015,Thursday,Local,2,1.0,100,Broker,0,7524.184026000001,3.0,Large,20678.34599,red,19579.47062
8349,20936,41,M,1.0,72,37119,1,1,Rent,85055,5/3/2016,Tuesday,Local,2,1.0,87,Broker,0,2660.138196,6.0,Large,16089.35113,silver,21942.56767
1312,3282,29,M,1.0,72,33673,0,1,Rent,15035,6/27/2015,Saturday,Local,0,1.0,41,Online,1,4676.570471,4.0,Medium,25956.73254,silver,52560.45786
9132,22890,38,M,1.0,88,36371,1,1,Rent,85082,3/22/2016,Tuesday,Parking Lot,1,0.0,71,Phone,1,6271.101578,3.0,Medium,14102.18097,black,9094.848736
10208,25551,51,M,1.0,57,39331,1,0,Rent,20160,1/13/2015,Tuesday,Local,0,1.0,83,Phone,1,3240.262609,5.0,Medium,27816.58412,gray,11796.84938
3770,9522,71,F,1.0,99,42621,1,1,Own,50005,6/25/2015,Thursday,Local,0,1.0,84,Broker,0,6760.2245,7.0,Large,6958.211699,silver,17134.53009
2516,6274,33,F,1.0,58,34979,1,1,Own,20120,7/16/2016,Saturday,Local,0,1.0,32,Broker,1,8200.699238,6.0,Large,15747.87641,red,34277.07753
6360,15961,48,F,0.0,58,38704,0,1,Own,80022,10/24/2015,Saturday,Highway,0,0.0,57,Broker,0,5899.253018,5.0,Medium,10430.54521,red,25903.05365
10645,26636,50,M,1.0,87,39122,0,0,Rent,85028,12/29/2016,Thursday,Local,0,1.0,20,Broker,0,5684.575746,3.0,Large,21713.16065,black,23459.89268
588,1514,46,F,1.0,74,38286,0,1,Own,50009,2/20/2015,Friday,Local,0,0.0,97,Phone,0,3349.885829,5.0,Medium,21949.73979,black,11331.36292
3444,8704,51,M,1.0,73,39339,0,1,Rent,80016,3/21/2015,Saturday,Local,0,0.0,17,Phone,0,3159.929611,5.0,Large,14022.72449,black,40793.86473
89,243,28,M,1.0,95,33316,1,1,Rent,80040,7/25/2015,Saturday,Local,0,0.0,2,Online,0,5930.519345000001,6.0,Compact,14549.74144,red,3814.324131
11830,29575,63,F,1.0,60,41436,1,1,Own,20152,5/14/2015,Thursday,Local,0,0.0,94,Online,0,5769.456242,7.0,Medium,34327.55902,red,28334.90859
10221,25582,30,F,0.0,83,34030,1,1,Own,15009,11/15/2015,Sunday,Parking Lot,0,1.0,55,Broker,1,6332.019419,4.0,Medium,13869.38267,blue,15914.4087
4398,11109,55,F,1.0,85,40061,0,0,Rent,20148,9/2/2016,Friday,Local,0,1.0,50,Broker,0,5142.401672,1.0,Medium,11077.66725,silver,19658.72064
6149,15433,47,F,0.0,70,38495,0,1,Own,50021,9/2/2016,Friday,Local,0,0.0,83,Online,0,3753.274838,4.0,Compact,25827.019,silver,16678.61736
6868,17218,39,M,1.0,53,36636,0,0,Rent,80003,11/26/2015,Thursday,Local,1,0.0,0,Broker,1,5973.938705,9.0,Compact,27218.75199,black,19330.26371
8818,22063,43,M,0.0,90,37632,0,1,Own,20165,10/16/2016,Sunday,Highway,0,0.0,89,Broker,1,7996.40936,4.0,Compact,32452.43654,black,22206.94154
3269,8239,38,M,1.0,88,36377,1,1,Rent,80044,11/22/2016,Tuesday,Local,0,0.0,50,Phone,1,2583.820631,8.0,Large,20485.131,black,9274.049465
5470,13758,44,M,0.0,84,37834,1,1,Own,85002,3/21/2015,Saturday,Parking Lot,0,0.0,52,Phone,1,4594.464029,2.0,Large,10664.79729,silver,30274.74421
3821,9657,33,M,1.0,80,34959,1,1,Own,85069,8/12/2015,Wednesday,Local,0,0.0,2,Phone,0,5051.23546,8.0,Medium,21880.90096,silver,17731.27188
7295,18328,28,M,1.0,61,33322,1,1,Own,85001,10/16/2015,Friday,Local,0,1.0,71,Online,1,4565.113928,5.0,Medium,20951.92236,black,45063.29949
137,346,49,F,1.0,65,38923,1,0,Rent,20132,1/10/2015,Saturday,Local,0,0.0,50,Online,0,2393.75065,6.0,Large,33819.24209,white,19826.573330000003
3177,8009,44,M,0.0,86,37853,1,0,Rent,80014,3/24/2015,Tuesday,Local,0,1.0,94,Broker,1,6023.779813,8.0,Large,21924.56087,white,10525.7768
6744,16888,48,M,1.0,67,38712,1,0,Own,20106,1/21/2016,Thursday,Local,0,1.0,27,Broker,1,3363.4316700000004,6.0,Compact,29825.47348,black,19361.77146
436,1111,44,F,1.0,93,37844,1,1,Rent,20112,5/31/2016,Tuesday,Highway,1,0.0,1,Broker,1,4758.542883,2.0,Medium,14836.963280000002,blue,40381.555830000005
1027,2586,42,M,0.0,81,37378,0,1,Own,85009,6/26/2016,Sunday,Parking Lot,0,0.0,90,Broker,0,4820.584094,6.0,Medium,17065.42387,red,19784.25443
845,2137,38,F,0.0,60,36364,1,0,Own,15051,10/9/2016,Sunday,Highway,0,0.0,67,Phone,0,4524.076952,3.0,Medium,30322.4899,red,14302.22075
5314,13373,37,F,1.0,65,36109,1,1,Own,15022,8/9/2016,Tuesday,Local,0,1.0,11,Phone,0,2407.346122,6.0,Medium,11905.01617,white,26069.23541
10069,25184,43,M,0.0,62,37600,0,1,Own,15022,2/4/2016,Thursday,Local,0,0.0,0,Broker,1,4231.838344,5.0,Medium,12210.41539,gray,8548.285874
411,1045,50,M,1.0,87,39112,0,0,Rent,20158,2/20/2016,Saturday,Local,0,0.0,91,Phone,0,2833.544182,3.0,Large,25263.12504,gray,10909.95856
3194,8034,35,F,0.0,78,35569,1,0,Own,80036,6/6/2016,Monday,Highway,0,0.0,34,Broker,1,2623.8066940000003,2.0,Medium,25419.19576,white,14131.121619999998
11814,29530,30,M,0.0,90,33996,1,1,Own,50026,5/5/2015,Tuesday,Parking Lot,0,0.0,53,Phone,0,9467.977574,7.0,Compact,17521.14027,black,32452.6106
11132,27765,56,F,0.0,88,40244,0,1,Rent,85062,8/4/2016,Thursday,Parking Lot,0,0.0,13,Broker,1,4673.058955,3.0,Compact,19175.50074,silver,37099.32721
1628,4065,55,F,0.0,81,40073,1,1,Rent,80016,3/31/2016,Thursday,Local,1,0.0,87,Phone,1,3966.564763,8.0,Large,12334.99097,gray,42347.48912
3478,8778,32,M,1.0,81,34661,1,1,Rent,80002,8/16/2016,Tuesday,Parking Lot,0,0.0,100,Phone,0,5973.941376,5.0,Compact,13794.38571,blue,61330.55593
9587,24023,37,M,1.0,87,36103,0,1,Own,85078,11/9/2015,Monday,Local,0,1.0,71,Broker,0,1170.4159539999998,1.0,Compact,7433.976215000001,red,37508.2243
4232,10655,51,M,0.0,83,39306,1,1,Own,20147,6/7/2015,Sunday,Parking Lot,0,0.0,90,Phone,0,4070.18796,4.0,Medium,52952.41814,red,15392.72822
1979,4945,40,M,0.0,46,36881,0,0,Rent,15026,10/12/2015,Monday,Local,0,0.0,0,Broker,0,3633.316728,2.0,Compact,15073.59105,other,5689.432540999999
9639,24182,48,F,1.0,67,38712,1,1,Own,85009,4/30/2015,Thursday,Local,0,1.0,17,Broker,1,5723.6345280000005,3.0,Compact,36759.75028,gray,32935.50988
1866,4651,51,F,1.0,71,39333,1,0,Rent,80033,8/12/2015,Wednesday,Local,0,0.0,98,Broker,0,9671.551949,7.0,Compact,19923.31311,silver,10891.69098
11963,29921,31,F,1.0,64,34345,1,0,Own,50044,7/25/2015,Saturday,Parking Lot,1,1.0,2,Broker,0,4489.331936,4.0,Compact,46547.86091,other,35021.456739999994
3330,8400,31,F,0.0,64,34344,0,0,Own,15010,2/2/2015,Monday,Highway,0,0.0,49,Broker,1,4419.243986,7.0,Compact,13617.85255,red,6847.068736
10964,27390,52,F,0.0,98,39512,0,0,Own,80041,3/17/2015,Tuesday,Local,0,1.0,74,Phone,1,5539.480313,5.0,Large,33643.47146,red,17128.71227
1608,4024,36,M,1.0,83,35816,1,1,Rent,80014,3/28/2016,Monday,Highway,0,0.0,80,Phone,1,5040.719868,1.0,Medium,21412.72719,gray,17108.25911
1096,2764,53,F,1.0,80,39713,1,1,Own,85071,2/8/2016,Monday,Parking Lot,0,0.0,54,Broker,1,5366.725995000001,6.0,Medium,27384.24618,gray,25146.04263
10900,27264,38,M,1.0,80,36379,1,1,Own,80046,2/12/2016,Friday,Parking Lot,0,0.0,69,Broker,0,2955.061829,5.0,Medium,22477.20379,gray,15596.5486
8982,22504,37,F,0.0,79,36087,1,0,Own,80031,5/14/2016,Saturday,Local,0,0.0,50,Phone,1,6209.054393,6.0,Medium,6672.074597,red,24942.02307
2244,5598,39,F,0.0,77,36635,1,1,Own,85071,7/16/2015,Thursday,Parking Lot,5,0.0,2,Phone,1,9014.31636,2.0,Medium,45284.71964,black,7179.23642
2421,6045,26,M,1.0,73,32559,1,0,Rent,15005,7/13/2016,Wednesday,Local,0,0.0,50,Online,1,6944.672501000001,6.0,Large,11739.05541,blue,5654.390738
8958,22447,39,F,1.0,86,36631,1,0,Own,50055,4/18/2016,Monday,Parking Lot,0,1.0,51,Online,1,5615.945303,4.0,Compact,16398.35065,silver,13211.26795
8380,21015,30,M,1.0,74,34014,1,0,Own,80031,10/22/2016,Saturday,Local,0,0.0,57,Broker,1,4827.9209200000005,6.0,Compact,13449.10374,other,14026.36866
7652,19239,25,F,1.0,59,32192,1,0,Rent,85072,2/23/2016,Tuesday,Local,2,1.0,22,Online,1,5893.439999,5.0,Medium,19710.73696,blue,15100.53174
11278,28180,36,M,0.0,75,35839,1,0,Own,85077,1/10/2015,Saturday,Local,0,0.0,77,Phone,1,5472.329509,5.0,Large,25639.03521,red,36074.6065
5699,14354,37,M,1.0,87,36109,1,1,Rent,20121,11/2/2015,Monday,Local,1,1.0,18,Online,0,7587.270409999999,9.0,Large,25480.06672,gray,16120.057180000002
2204,5491,41,M,1.0,68,37134,1,0,Rent,20102,4/8/2015,Wednesday,Highway,1,1.0,19,Broker,0,2617.836281,6.0,Large,29639.60084,gray,34457.16081
113,289,52,F,1.0,94,39524,0,1,Own,15052,3/29/2016,Tuesday,Local,0,0.0,100,Broker,1,7378.578881,8.0,Compact,7242.989503,other,14750.78318
3391,8564,48,F,0.0,55,38696,1,1,Own,20108,8/19/2016,Friday,Parking Lot,0,0.0,9,Broker,1,3753.203826,2.0,Large,25139.79984,red,24326.94728
3615,9122,34,M,1.0,63,35264,1,0,Own,15009,5/19/2016,Thursday,Local,0,0.0,30,Broker,1,7440.261777,5.0,Large,19038.34668,gray,15938.372119999998
11746,29327,41,F,0.0,92,37141,1,1,Own,85060,12/23/2016,Friday,Local,1,0.0,39,Broker,1,1327.427004,7.0,Medium,39031.4485,white,7140.979670999999
7271,18259,43,M,1.0,57,37612,1,1,Own,50023,7/2/2015,Thursday,Highway,0,0.0,35,Phone,0,4997.728917,4.0,Compact,26523.81156,gray,14098.28979
11147,27807,34,F,1.0,86,35261,1,1,Own,50054,10/19/2015,Monday,Local,0,0.0,100,Phone,1,3731.432248,10.0,Large,40976.03179,blue,41103.06244
2366,5925,49,M,1.0,64,38912,0,0,Own,85038,7/11/2015,Saturday,Local,0,0.0,69,Broker,1,5161.095309,5.0,Medium,19971.47037,blue,28115.71259
3113,7843,45,M,0.0,78,38082,1,0,Rent,50047,6/25/2015,Thursday,Local,0,0.0,50,Online,0,2741.649961,7.0,Medium,13306.50359,silver,15045.00018
3672,9287,29,M,1.0,99,33673,1,0,Rent,15009,2/25/2015,Wednesday,Local,2,0.0,24,Online,1,3457.924866,5.0,Compact,23610.65187,silver,17511.62672
10289,25757,48,M,0.0,54,38707,1,1,Own,20163,4/21/2015,Tuesday,Local,3,0.0,44,Online,1,3582.203317,6.0,Large,24317.80924,silver,41075.47619
3548,8967,45,M,0.0,74,38075,1,0,Own,85043,11/30/2015,Monday,Local,0,0.0,98,Broker,1,3659.854683,6.0,Large,6286.369739,black,15797.88724
8914,22326,32,F,1.0,85,34651,1,1,Own,50026,5/25/2015,Monday,Parking Lot,3,0.0,87,Broker,1,4668.525143,5.0,Medium,18827.18167,silver,30988.28184
1098,2768,49,M,1.0,84,38942,1,0,Rent,15035,3/21/2016,Monday,Local,0,0.0,71,Phone,0,5252.913953,3.0,Large,63492.76127,blue,13715.53662
10347,25902,45,M,1.0,89,38065,1,1,Rent,15031,2/25/2016,Thursday,Highway,0,0.0,100,Broker,1,6888.680382,6.0,Large,28559.24004,blue,22956.63472
10849,27140,53,M,0.0,85,39700,0,1,Own,85005,1/28/2015,Wednesday,Highway,2,0.0,96,Broker,1,6240.295309,4.0,Large,41551.58972,other,28228.28414
6565,16466,39,F,1.0,81,36635,1,1,Own,80011,4/3/2016,Sunday,Local,3,0.0,5,Phone,1,3394.112653,3.0,Medium,18533.75087,white,10847.67138
256,638,46,F,0.0,81,38286,0,0,Rent,85043,5/17/2015,Sunday,Parking Lot,0,0.0,0,Broker,0,11003.75612,2.0,Medium,16593.65823,gray,8141.698369
6907,17320,39,F,1.0,27,36632,1,1,Own,20152,10/26/2016,Wednesday,Local,0,1.0,49,Phone,0,3425.065237,8.0,Compact,8727.443894,other,27791.19967
4225,10637,36,F,0.0,55,35837,0,1,Rent,15044,3/27/2015,Friday,Local,0,0.0,85,Broker,0,4735.475638,0.0,Medium,24839.49536,black,25755.07273
3919,9903,67,M,1.0,92,42048,1,1,Own,50054,6/2/2016,Thursday,Local,0,1.0,89,Broker,0,3327.169338,5.0,Compact,19372.03578,silver,38118.05776
10655,26651,47,M,1.0,78,38504,1,1,Own,50011,2/11/2015,Wednesday,Local,1,0.0,31,Broker,0,6410.708855,9.0,Medium,28376.41292,gray,28225.81739
9368,23512,34,F,1.0,80,35264,1,1,Own,50049,6/13/2016,Monday,Highway,0,0.0,59,Phone,0,5257.971371,4.0,Compact,22378.79383,other,36657.63089
579,1490,45,M,1.0,86,38069,1,0,Own,50055,8/11/2015,Tuesday,Parking Lot,0,0.0,92,Broker,1,3888.999564,4.0,Medium,25000.67349,other,28194.656960000004
6830,17119,39,M,1.0,83,36644,1,0,Own,50025,3/3/2016,Thursday,Local,0,0.0,97,Broker,0,3461.567446,5.0,Medium,25629.16366,silver,4998.714373
9893,24799,50,M,1.0,75,39133,1,1,Own,20163,3/5/2015,Thursday,Highway,0,1.0,2,Broker,0,4903.319673,8.0,Medium,21754.32297,silver,5302.571232
554,1412,25,M,1.0,47,32194,0,1,Rent,85044,12/6/2016,Tuesday,Highway,0,0.0,55,Online,0,3366.6925479999995,4.0,Large,33116.3357,black,32671.91558
8002,20069,38,F,0.0,82,36377,1,1,Own,15026,12/31/2016,Saturday,Parking Lot,0,1.0,100,Phone,1,4396.840999,6.0,Medium,37277.87137,gray,11283.32864
3045,7630,31,F,1.0,64,34345,0,0,Rent,85068,3/2/2015,Monday,Local,0,1.0,82,Broker,1,6966.619647,6.0,Medium,12995.60025,blue,30675.86322
10205,25530,45,F,0.0,83,38068,0,1,Rent,85062,5/25/2016,Wednesday,Local,0,1.0,6,Phone,0,6882.032855,2.0,Medium,8082.184356000001,other,33190.236789999995
7785,19531,55,F,1.0,67,40053,1,0,Own,15038,2/21/2016,Sunday,Local,0,0.0,49,Broker,0,5387.331,6.0,Compact,10882.32486,white,22301.42651
10358,25929,48,M,1.0,87,38710,0,0,Rent,85073,5/8/2016,Sunday,Local,1,0.0,76,Broker,1,7456.032396,3.0,Large,13187.26736,black,12665.54559
3033,7605,43,F,1.0,36,37609,1,0,Rent,85071,2/27/2015,Friday,Local,2,0.0,56,Broker,1,3306.058676,5.0,Compact,19677.11129,other,5759.052193
461,1171,24,M,1.0,77,31795,1,1,Own,15022,9/12/2016,Monday,Parking Lot,0,0.0,1,Online,0,9269.244284,2.0,Medium,23971.09212,gray,32179.69439
8111,20350,31,F,1.0,91,34351,0,0,Own,20146,1/23/2015,Friday,Parking Lot,1,0.0,72,Phone,0,5766.286188,3.0,Large,11795.61335,silver,9533.580677
7010,17595,36,M,1.0,79,35867,0,0,Rent,50034,8/10/2015,Monday,Highway,1,1.0,50,Broker,1,8009.080653,6.0,Compact,38987.71818,black,14411.07415
9229,23175,41,F,0.0,50,37132,1,1,Own,80016,3/14/2015,Saturday,Parking Lot,0,0.0,49,Phone,0,9522.816011,3.0,Medium,32149.83177,red,10711.35723
2893,7280,44,M,1.0,92,37844,1,0,Own,80020,8/25/2015,Tuesday,Local,0,0.0,1,Phone,1,2697.025327,3.0,Medium,12581.42981,other,5737.118303
8423,21120,81,M,0.0,52,43934,1,1,Rent,50052,4/27/2016,Wednesday,Local,0,0.0,37,Broker,1,2377.335519,6.0,Compact,33669.64345,other,18522.34403
381,961,43,M,1.0,78,37603,1,0,Rent,15006,8/15/2016,Monday,Local,2,0.0,10,Broker,1,10155.42437,7.0,Large,27432.09282,silver,18793.36303
5337,13427,51,M,1.0,73,39313,0,0,Rent,50049,3/20/2016,Sunday,Highway,2,0.0,81,Phone,1,5339.241482,8.0,Medium,7820.835904,gray,30584.67695
177,440,31,M,0.0,71,34355,1,1,Rent,50012,2/9/2016,Tuesday,Local,0,0.0,100,Broker,0,2258.817955,3.0,Large,20909.11923,silver,23171.57072
1456,3642,22,F,1.0,78,30906,1,0,Own,15053,2/8/2016,Monday,Parking Lot,0,1.0,0,Online,0,4801.9328350000005,5.0,Medium,13624.55599,black,29087.32729
7845,19653,39,F,1.0,87,36642,0,0,Own,80031,3/20/2016,Sunday,Highway,1,0.0,50,Phone,1,4793.271436999999,4.0,Large,27349.5065,white,13057.25192
6441,16152,58,F,1.0,88,40602,1,0,Rent,50050,1/19/2016,Tuesday,Local,0,1.0,34,Phone,0,3928.485206,6.0,Medium,34257.04036,blue,16076.638530000002
9430,23648,54,M,1.0,96,39879,1,1,Own,85055,8/5/2016,Friday,Parking Lot,0,0.0,1,Broker,0,3147.810285,8.0,Compact,36708.79672,white,16559.4154
8259,20734,52,M,1.0,39,39513,1,0,Own,20120,4/21/2015,Tuesday,Parking Lot,2,1.0,75,Broker,1,9181.733475,4.0,Large,49791.78951,white,21599.0296
5768,14497,29,M,1.0,93,33669,0,1,Rent,80041,7/5/2015,Sunday,Parking Lot,1,0.0,10,Online,1,6513.569441,4.0,Medium,14781.01195,other,25768.61175
1188,2992,36,F,1.0,71,35839,1,1,Own,20163,2/5/2015,Thursday,Highway,0,1.0,51,Phone,1,5098.731407,10.0,Large,64999.48751,red,11551.63874
2313,5786,72,M,1.0,74,42768,0,0,Rent,50021,4/22/2015,Wednesday,Parking Lot,0,0.0,99,Online,0,6351.508597,6.0,Compact,18306.91636,blue,68881.18697000001
495,1258,38,F,1.0,35,36377,1,0,Own,15021,11/10/2016,Thursday,Local,0,0.0,100,Phone,0,4713.893503,8.0,Large,37420.29057,blue,86397.67734
3811,9624,47,M,0.0,75,38517,1,0,Rent,80012,10/19/2016,Wednesday,Parking Lot,0,0.0,45,Phone,1,6422.4828130000005,2.0,Large,11433.22185,gray,15256.385430000002
438,1123,60,F,1.0,95,40947,1,1,Own,80022,8/31/2016,Wednesday,Local,0,1.0,50,Phone,1,4345.949974,7.0,Medium,12347.37586,gray,17179.10442
11160,27832,39,M,1.0,94,36634,0,1,Rent,20139,4/20/2016,Wednesday,Parking Lot,0,0.0,99,Broker,0,3895.51193,6.0,Large,7932.967195,gray,34975.24753
3034,7608,29,M,1.0,72,33662,1,1,Rent,85013,9/15/2015,Tuesday,Local,2,1.0,81,Phone,1,4103.274,5.0,Large,9781.275093,silver,23749.10751
3885,9805,23,F,1.0,93,31330,1,1,Rent,85068,2/20/2016,Saturday,Highway,1,0.0,20,Online,1,2252.805529,3.0,Medium,27551.070860000003,silver,25775.05312
11611,29019,32,F,1.0,59,34635,1,1,Own,20112,4/15/2015,Wednesday,Local,1,1.0,49,Broker,1,4693.50183,7.0,Large,39388.03734,red,15225.38875
10910,27286,55,M,1.0,73,40078,0,0,Own,20122,9/22/2016,Thursday,Local,0,0.0,1,Broker,0,4960.460784000001,5.0,Compact,24445.41146,other,21269.76685
